id,cds_faithful,cds_distracted,cds_diff,len_faithful,len_distracted,len_diff,context_drop,question_rise,total_shift
0,0.9577431590284494,0.8994654704152818,0.05827768861316762,3105,2716,389,699.3954854980111,1.1465193033218384,700.542004801333
1,0.9035931713629681,0.9240763841763877,-0.020483212813419582,2830,3223,-393,-193.20604748278856,6.01474404335022,-187.19130343943834
2,0.8036644107444715,0.9107238213252076,-0.10705941058073609,3295,5565,-2270,-668.6313259415329,17.64916843175888,-650.982157509774
3,0.9053720831107664,0.9279119607855322,-0.02253987767476573,3066,3036,30,156.176617346704,-22.275517106056213,133.9011002406478
4,0.32561532256111103,0.965660754400087,-0.640045431838976,2567,5337,-2770,-809.439521946013,-288.51412484049797,-1097.953646786511
5,0.8841524113796825,0.9396345304167986,-0.055482119037116084,3133,2685,448,-113.35179650783539,-15.58646023273468,-128.93825674057007
6,0.9299678957631259,0.31327953625013205,0.6166883595129938,3717,2439,1278,712.7858940213919,213.15368013083935,925.9395741522312
7,0.9609047716667699,0.8645512129511828,0.09635355871558715,5354,2549,2805,704.4347567632794,-9.544568032026291,694.8901887312531
8,0.9593369754011787,0.8962793899325491,0.0630575854686296,3158,2937,221,455.7249139547348,11.288674235343933,467.01358819007874
9,0.8700817362438451,0.8818783613414561,-0.011796625097611035,2758,2745,13,-339.81020513921976,35.371485352516174,-304.4387197867036
10,0.9143559020931055,0.8944376271494926,0.019918274943612868,3668,3036,632,19.7010051086545,6.719532981514931,26.42053809016943
11,0.32941361799310714,0.15991986294483523,0.1694937550482719,3723,1995,1728,86.95323676615953,-67.6904173977673,19.26281936839223
12,0.9035619001043322,0.35969316730431017,0.543868732800022,2881,2567,314,336.7004626095295,226.7073270380497,563.4077896475792
13,0.9061081087675037,0.9258220743772849,-0.019713965609781225,5145,2772,2373,-71.57592462003231,-0.4252714514732361,-72.00119607150555
14,0.9044683311446696,0.9377769269805896,-0.03330859583591994,3495,2685,810,-60.28753747791052,-10.764039635658264,-71.05157711356878
15,0.895444631015518,0.9207958312732427,-0.02535120025772475,3131,2883,248,-168.66671999543905,3.3458951115608215,-165.32082488387823
16,0.9377993601716432,0.9621090396132281,-0.024309679441584908,2746,3105,-359,-405.96633237600327,-6.477543115615845,-412.4438754916191
17,0.9427129746647697,0.9734049110758834,-0.030691936411113785,3255,5695,-2440,-363.27641286700964,-4.2766677141189575,-367.5530805811286
18,0.15821412849553926,0.9097821934383487,-0.7515680649428094,1995,3086,-1091,-414.93389823287725,-169.84358585998416,-584.7774840928614
19,0.907882470202932,0.850885008413223,0.05699746178970899,3796,2929,867,-30.81024582311511,30.62516188621521,-0.18508393689990044
20,0.8962733364083255,0.7901359098212303,0.10613742658709524,2768,2127,641,417.8131166771054,-29.27484130859375,388.5382753685117
21,0.9211441310582674,0.9617228858946897,-0.04057875483642226,3111,3158,-47,-421.14949057251215,-4.3133533000946045,-425.46284387260675
22,0.919959088107069,0.8460337929003521,0.07392529520671687,2520,2941,-421,29.01194202899933,27.523963451385498,56.53590548038483
23,0.9418397724053598,0.8936169682261516,0.04822280417920821,3434,3109,325,98.51354292780161,10.122955739498138,108.63649866729975
24,0.7849034878712225,0.8654615215200963,-0.0805580336488737,2881,2953,-72,288.24288450554013,-103.51000881195068,184.73287569358945
25,0.4138871122615678,0.9172975682137138,-0.503410455952146,2439,3027,-588,-211.43103337287903,-195.68880565464497,-407.119839027524
26,0.9710468576793821,0.879546839120317,0.0915000185590652,5695,2716,2979,567.0822856873274,29.108587205410004,596.1908728927374
27,0.941691513424579,0.882108909549904,0.059582603874675066,4905,3131,1774,372.8550324700773,-1.3031993508338928,371.5518331192434
28,0.8912890511679347,0.9311532775773845,-0.039864226409449866,2644,4767,-2123,-861.3749590665102,34.3251827955246,-827.0497762709856
29,0.9164585733423055,0.8714397513470321,0.045018821995273406,2876,3122,-246,214.86440158635378,-0.7094581127166748,214.1549434736371
30,0.15120037071455655,0.8738295444406717,-0.7226291737261152,2905,2331,574,-292.42282523959875,-454.43834095448256,-746.8611661940813
31,0.9302883994484028,0.9161633552355144,0.014125044212888405,3595,5289,-1694,141.7431232854724,-0.12042927742004395,141.62269400805235
32,0.8320882876322186,0.8996105221429879,-0.06752223451076922,2360,2578,-218,78.16935630142689,-43.68215909600258,34.48719720542431
33,0.9203793687335174,0.917398265333257,0.0029811034002604764,2772,3010,-238,-296.06655168533325,27.998579025268555,-268.0679726600647
34,0.9505223007621446,0.9200683035942775,0.03045399716786712,2833,3260,-427,151.74575736373663,3.394436240196228,155.14019360393286
35,0.8446010703581435,0.9588611716376767,-0.11426010127953323,5483,2605,2878,-343.3101619668305,-52.83321923017502,-396.1433811970055
36,0.9537813007335901,0.9703841339562286,-0.016602833222638447,3243,5695,-2452,18.132716819643974,-16.922867357730865,1.2098494619131088
37,0.9420039165181842,0.9138139411864457,0.028189975331738504,5809,5145,664,479.56072851642966,-17.039211988449097,462.52151652798057
38,0.837243242970749,0.9417541747077819,-0.10451093173703285,2583,3278,-695,-226.34834057837725,-67.97430062294006,-294.3226412013173
39,0.8470248932106365,0.8919767191716204,-0.044951825960983904,2953,2770,183,-40.17166964709759,-17.627057909965515,-57.7987275570631
40,0.8842871720921556,0.9578111920236655,-0.07352401993150992,2679,5362,-2683,-496.5776777714491,-16.99967622756958,-513.5773539990187
41,0.9496688758912226,0.9068521698650496,0.042816706026173046,5818,3736,2082,504.8344876244664,-4.469686985015869,500.36480063945055
42,0.8760898094801853,0.8327089090924013,0.04338090038778408,3303,2743,560,122.70904956385493,1.6050834655761719,124.3141330294311
43,0.8917558343676915,0.921637613582003,-0.029881779214311566,3036,3223,-187,-98.59699169918895,-7.3620370626449585,-105.9590287618339
44,0.9069985393238431,0.9410613644596745,-0.034062825135831365,3256,3071,185,172.61791306734085,-34.594685077667236,138.02322798967361
45,0.9234484593882495,0.8887605163819353,0.03468794300631417,2916,5906,-2990,-588.2559209764004,83.56139653921127,-504.6945244371891
46,0.8446821921492466,0.9126757060804466,-0.06799351393120001,2787,3717,-930,-358.34774021059275,-1.5749640464782715,-359.922704257071
47,0.8495058164779083,0.8706970199220292,-0.021191203444120843,2835,1820,1015,92.26001795381308,-19.250464916229248,73.00955303758383
48,0.8925578054343072,0.9778660145216748,-0.08530820908736758,2716,5857,-3141,-1252.8118961267173,-18.127656638622284,-1270.9395527653396
49,0.8779717651651676,0.8389431133604289,0.03902865180473869,2863,2283,580,205.12084160372615,-15.741808891296387,189.37903271242976
50,0.8936796421001836,0.8665458035535711,0.027133838546612443,2884,2940,-56,22.298278652131557,14.948342740535736,37.24662139266729
51,0.8203199191978285,0.8400455725485361,-0.019725653350707528,2281,3033,-752,-388.3882013037801,63.886311411857605,-324.5018898919225
52,0.9335304529243915,0.9551487863019962,-0.02161833337760466,2837,3022,-185,84.2313229739666,-16.79278552532196,67.43853744864464
53,0.9051103911427784,0.8926863716887097,0.01242401945406868,3245,3066,179,-199.19815570116043,27.513001948595047,-171.68515375256538
54,0.9552387508849041,0.859895553645254,0.09534319723965001,3809,3256,553,476.33113472908735,21.272647321224213,497.60378205031157
55,0.880554750187713,0.916483800054146,-0.03592904986643297,3361,4866,-1505,-170.90341800265014,2.2154715061187744,-168.68794649653137
56,0.8957242976103971,0.9240951385939079,-0.028370840983510837,3204,2685,519,158.74065685272217,-32.23463714122772,126.50601971149445
57,0.8699499879851051,0.8999542822417964,-0.030004294256691266,3007,3293,-286,-78.36045917868614,-8.722170948982239,-87.08263012766838
58,0.9350938417099963,0.8941320121466246,0.04096182956337169,2775,2830,-55,-38.193588241934776,20.658027291297913,-17.535560950636864
59,0.9132396035807049,0.9296290047834872,-0.016389401202782317,3062,3256,-194,-162.13699001818895,5.77243959903717,-156.36455041915178
60,0.9774226781854299,0.8982623984919788,0.07916027969345119,5857,2716,3141,1355.8822291269898,11.131514728069305,1367.0137438550591
61,0.862535868853427,0.9834649677399768,-0.12092909888654979,2549,5857,-3308,-1650.4422992356122,-0.46003103256225586,-1650.9023302681744
62,0.8936865548541603,0.9047967181528709,-0.011110163298710618,2963,2940,23,-89.60136133432388,4.50691545009613,-85.09444588422775
63,0.9297335443890417,0.906194784561155,0.02353875982788667,2619,2937,-318,-52.55348964035511,13.354655146598816,-39.198834493756294
64,0.9459893525143513,0.889141178055297,0.056848174459054324,2605,2816,-211,393.0378085151315,11.954592108726501,404.992400623858
65,0.8818071426252838,0.8283181183919938,0.05348902423329005,2957,2788,169,155.50178891420364,5.966321229934692,161.46811014413834
66,0.9060297732683513,0.9572724331936324,-0.0512426599252811,2949,3022,-73,-232.78967585787177,-5.70655158162117,-238.49622743949294
67,0.8799778274134168,0.8781376711721205,0.001840156241296298,1968,2787,-819,-141.69738814607263,19.841576486825943,-121.85581165924668
68,0.9720708847363688,0.9575714933858656,0.014499391350503266,5050,2716,2334,371.8025625869632,1.0913153886795044,372.8938779756427
69,0.8403897944988928,0.9158714773883276,-0.0754816828894348,2264,2644,-380,-105.31934928894043,-23.80912548303604,-129.12847477197647
70,0.8673492113267773,0.8949357412223423,-0.027586529895564982,2853,3149,-296,154.11095096170902,-35.645774245262146,118.46517671644688
71,0.9257054023848938,0.8445527552003811,0.08115264718451276,5362,2583,2779,480.6052206605673,25.17359209060669,505.778812751174
72,0.9546078129195732,0.8325223905962593,0.12208542232331387,5230,2881,2349,389.2884220145643,24.718394458293915,414.0068164728582
73,0.8733509573123325,0.9037035329204001,-0.03035257560806759,3109,3256,-147,-274.28210205584764,16.928287506103516,-257.35381454974413
74,0.9461783167748312,0.9057759262459599,0.04040239052887129,5602,2853,2749,546.3709146082401,-14.074212670326233,532.2967019379139
75,0.9331682729029617,0.9254019409271226,0.007766331975839091,3281,3123,158,66.32537766546011,-1.748396635055542,64.57698103040457
76,0.8666200883367176,0.8679592795015116,-0.0013391911647940846,2770,3110,-340,20.902526738122106,-3.280319958925247,17.62220677919686
77,0.933240810372269,0.9242638176123794,0.008976992759889613,2921,3133,-212,97.3184834048152,-2.821793556213379,94.49668984860182
78,0.879439028754163,0.8692973244664651,0.010141704287697895,3025,3361,-336,174.0996427834034,-18.771886467933655,155.32775631546974
79,0.9062515553403835,0.8993240471588567,0.006927508181526765,2852,2921,-69,443.4087584614754,-37.81088137626648,405.5978770852089
80,0.9025212361201554,0.89660426442483,0.005916971695325457,2953,2567,386,-157.38007409870625,22.706309258937836,-134.6737648397684
81,0.9533809974073245,0.9056552306195818,0.04772576678774276,2657,3059,-402,209.06183383613825,6.227406293153763,215.289240129292
82,0.8781312111477332,0.8239294266759433,0.054201784471789916,2959,2331,628,-234.4608992524445,65.2946407198906,-169.1662585325539
83,0.8891238461082437,0.871013043388227,0.01811080272001664,3110,2959,151,-67.14185596071184,13.499650537967682,-53.642205422744155
84,0.8335929530394299,0.9247899635044702,-0.09119701046504025,2760,3292,-532,-243.6018499583006,-9.666077196598053,-253.26792715489864
85,0.974486640641405,0.9042075814158336,0.07027905922557143,4767,3303,1464,828.0001370087266,7.684001564979553,835.6841385737062
